Date_UTC,Date_Local,LocalDate,Home Team,Away Team,Home Score,Away Score,Result,Season,weight,Played
2026-02-27 03:30:00+00:00,2026-02-26 22:30:00-05:00,2026-02-26,Los Angeles Kings,Edmonton Oilers,,,,2025-2026,2.0,False
2026-02-28 00:00:00+00:00,2026-02-27 19:00:00-05:00,2026-02-27,Washington Capitals,Vegas Golden Knights,,,,2025-2026,2.0,False
2026-02-28 00:00:00+00:00,2026-02-27 19:00:00-05:00,2026-02-27,Florida Panthers,Buffalo Sabres,,,,2025-2026,2.0,False
2026-02-28 02:00:00+00:00,2026-02-27 21:00:00-05:00,2026-02-27,Utah Hockey Club,Minnesota Wild,,,,2025-2026,2.0,False
2026-02-28 03:00:00+00:00,2026-02-27 22:00:00-05:00,2026-02-27,Anaheim Ducks,Winnipeg Jets,,,,2025-2026,2.0,False
2026-02-28 17:30:00+00:00,2026-02-28 12:30:00-05:00,2026-02-28,New York Rangers,Pittsburgh Penguins,,,,2025-2026,2.0,False
2026-02-28 20:00:00+00:00,2026-02-28 15:00:00-05:00,2026-02-28,Philadelphia Flyers,Boston Bruins,,,,2025-2026,2.0,False
2026-02-28 21:00:00+00:00,2026-02-28 16:00:00-05:00,2026-02-28,San Jose Sharks,Edmonton Oilers,,,,2025-2026,2.0,False
2026-02-28 22:00:00+00:00,2026-02-28 17:00:00-05:00,2026-02-28,St. Louis Blues,New Jersey Devils,,,,2025-2026,2.0,False
2026-02-28 23:00:00+00:00,2026-02-28 18:00:00-05:00,2026-02-28,Columbus Blue Jackets,New York Islanders,,,,2025-2026,2.0,False
2026-02-28 23:00:00+00:00,2026-02-28 18:00:00-05:00,2026-02-28,Colorado Avalanche,Chicago Blackhawks,,,,2025-2026,2.0,False
2026-03-01 00:00:00+00:00,2026-02-28 19:00:00-05:00,2026-02-28,Carolina Hurricanes,Detroit Red Wings,,,,2025-2026,2.0,False
2026-03-01 00:00:00+00:00,2026-02-28 19:00:00-05:00,2026-02-28,Los Angeles Kings,Calgary Flames,,,,2025-2026,2.0,False
2026-03-01 00:00:00+00:00,2026-02-28 19:00:00-05:00,2026-02-28,Tampa Bay Lightning,Buffalo Sabres,,,,2025-2026,2.0,False
2026-03-01 00:00:00+00:00,2026-02-28 19:00:00-05:00,2026-02-28,Montréal Canadiens,Washington Capitals,,,,2025-2026,2.0,False
2026-03-01 00:00:00+00:00,2026-02-28 19:00:00-05:00,2026-02-28,Toronto Maple Leafs,Ottawa Senators,,,,2025-2026,2.0,False
2026-03-01 01:00:00+00:00,2026-02-28 20:00:00-05:00,2026-02-28,Dallas Stars,Nashville Predators,,,,2025-2026,2.0,False
2026-03-01 03:00:00+00:00,2026-02-28 22:00:00-05:00,2026-02-28,Seattle Kraken,Vancouver Canucks,,,,2025-2026,2.0,False
2026-03-01 18:00:00+00:00,2026-03-01 13:00:00-05:00,2026-03-01,Pittsburgh Penguins,Vegas Golden Knights,,,,2025-2026,2.0,False
2026-03-01 21:00:00+00:00,2026-03-01 16:00:00-05:00,2026-03-01,Utah Hockey Club,Chicago Blackhawks,,,,2025-2026,2.0,False
2026-03-01 21:00:00+00:00,2026-03-01 16:00:00-05:00,2026-03-01,San Jose Sharks,Winnipeg Jets,,,,2025-2026,2.0,False
2026-03-01 22:00:00+00:00,2026-03-01 17:00:00-05:00,2026-03-01,Minnesota Wild,St. Louis Blues,,,,2025-2026,2.0,False
2026-03-01 23:30:00+00:00,2026-03-01 18:30:00-05:00,2026-03-01,New York Islanders,Florida Panthers,,,,2025-2026,2.0,False
2026-03-02 01:00:00+00:00,2026-03-01 20:00:00-05:00,2026-03-01,Anaheim Ducks,Calgary Flames,,,,2025-2026,2.0,False
2026-03-03 00:00:00+00:00,2026-03-02 19:00:00-05:00,2026-03-02,New York Rangers,Columbus Blue Jackets,,,,2025-2026,2.0,False
2026-03-03 00:30:00+00:00,2026-03-02 19:30:00-05:00,2026-03-02,Toronto Maple Leafs,Philadelphia Flyers,,,,2025-2026,2.0,False
2026-03-03 01:00:00+00:00,2026-03-02 20:00:00-05:00,2026-03-02,Nashville Predators,Detroit Red Wings,,,,2025-2026,2.0,False
2026-03-03 03:00:00+00:00,2026-03-02 22:00:00-05:00,2026-03-02,Vancouver Canucks,Dallas Stars,,,,2025-2026,2.0,False
2026-03-03 03:00:00+00:00,2026-03-02 22:00:00-05:00,2026-03-02,Seattle Kraken,Carolina Hurricanes,,,,2025-2026,2.0,False
2026-03-03 03:30:00+00:00,2026-03-02 22:30:00-05:00,2026-03-02,Los Angeles Kings,Colorado Avalanche,,,,2025-2026,2.0,False
2026-03-04 00:00:00+00:00,2026-03-03 19:00:00-05:00,2026-03-03,Columbus Blue Jackets,Nashville Predators,,,,2025-2026,2.0,False
2026-03-04 00:00:00+00:00,2026-03-03 19:00:00-05:00,2026-03-03,New Jersey Devils,Florida Panthers,,,,2025-2026,2.0,False
2026-03-04 00:00:00+00:00,2026-03-03 19:00:00-05:00,2026-03-03,Washington Capitals,Utah Hockey Club,,,,2025-2026,2.0,False
2026-03-04 00:00:00+00:00,2026-03-03 19:00:00-05:00,2026-03-03,Boston Bruins,Pittsburgh Penguins,,,,2025-2026,2.0,False
2026-03-04 00:00:00+00:00,2026-03-03 19:00:00-05:00,2026-03-03,Buffalo Sabres,Vegas Golden Knights,,,,2025-2026,2.0,False
2026-03-04 01:00:00+00:00,2026-03-03 20:00:00-05:00,2026-03-03,Winnipeg Jets,Chicago Blackhawks,,,,2025-2026,2.0,False
2026-03-04 02:00:00+00:00,2026-03-03 21:00:00-05:00,2026-03-03,Calgary Flames,Dallas Stars,,,,2025-2026,2.0,False
2026-03-04 02:00:00+00:00,2026-03-03 21:00:00-05:00,2026-03-03,Edmonton Oilers,Ottawa Senators,,,,2025-2026,2.0,False
2026-03-04 02:30:00+00:00,2026-03-03 21:30:00-05:00,2026-03-03,Minnesota Wild,Tampa Bay Lightning,,,,2025-2026,2.0,False
2026-03-04 03:00:00+00:00,2026-03-03 22:00:00-05:00,2026-03-03,Anaheim Ducks,Colorado Avalanche,,,,2025-2026,2.0,False
2026-03-04 03:00:00+00:00,2026-03-03 22:00:00-05:00,2026-03-03,San Jose Sharks,Montréal Canadiens,,,,2025-2026,2.0,False
2026-03-05 00:00:00+00:00,2026-03-04 19:00:00-05:00,2026-03-04,New Jersey Devils,Toronto Maple Leafs,,,,2025-2026,2.0,False
2026-03-05 00:00:00+00:00,2026-03-04 19:00:00-05:00,2026-03-04,Detroit Red Wings,Vegas Golden Knights,,,,2025-2026,2.0,False
2026-03-05 03:00:00+00:00,2026-03-04 22:00:00-05:00,2026-03-04,Vancouver Canucks,Carolina Hurricanes,,,,2025-2026,2.0,False
2026-03-05 03:00:00+00:00,2026-03-04 22:00:00-05:00,2026-03-04,Anaheim Ducks,New York Islanders,,,,2025-2026,2.0,False
2026-03-05 03:00:00+00:00,2026-03-04 22:00:00-05:00,2026-03-04,Seattle Kraken,St. Louis Blues,,,,2025-2026,2.0,False
2026-03-06 00:00:00+00:00,2026-03-05 19:00:00-05:00,2026-03-05,New York Rangers,Toronto Maple Leafs,,,,2025-2026,2.0,False
2026-03-06 00:00:00+00:00,2026-03-05 19:00:00-05:00,2026-03-05,Philadelphia Flyers,Utah Hockey Club,,,,2025-2026,2.0,False
2026-03-06 00:00:00+00:00,2026-03-05 19:00:00-05:00,2026-03-05,Pittsburgh Penguins,Buffalo Sabres,,,,2025-2026,2.0,False
2026-03-06 00:00:00+00:00,2026-03-05 19:00:00-05:00,2026-03-05,Columbus Blue Jackets,Florida Panthers,,,,2025-2026,2.0,False
2026-03-06 01:00:00+00:00,2026-03-05 20:00:00-05:00,2026-03-05,Winnipeg Jets,Tampa Bay Lightning,,,,2025-2026,2.0,False
2026-03-06 01:00:00+00:00,2026-03-05 20:00:00-05:00,2026-03-05,Nashville Predators,Boston Bruins,,,,2025-2026,2.0,False
2026-03-06 02:00:00+00:00,2026-03-05 21:00:00-05:00,2026-03-05,Calgary Flames,Ottawa Senators,,,,2025-2026,2.0,False
2026-03-06 02:30:00+00:00,2026-03-05 21:30:00-05:00,2026-03-05,Los Angeles Kings,New York Islanders,,,,2025-2026,2.0,False
2026-03-07 00:00:00+00:00,2026-03-06 19:00:00-05:00,2026-03-06,Detroit Red Wings,Florida Panthers,,,,2025-2026,2.0,False
2026-03-07 01:00:00+00:00,2026-03-06 20:00:00-05:00,2026-03-06,Dallas Stars,Colorado Avalanche,,,,2025-2026,2.0,False
2026-03-07 01:30:00+00:00,2026-03-06 20:30:00-05:00,2026-03-06,Chicago Blackhawks,Vancouver Canucks,,,,2025-2026,2.0,False
2026-03-07 02:00:00+00:00,2026-03-06 21:00:00-05:00,2026-03-06,Edmonton Oilers,Carolina Hurricanes,,,,2025-2026,2.0,False
2026-03-07 02:00:00+00:00,2026-03-06 21:00:00-05:00,2026-03-06,Anaheim Ducks,Montréal Canadiens,,,,2025-2026,2.0,False
2026-03-07 03:00:00+00:00,2026-03-06 22:00:00-05:00,2026-03-06,Vegas Golden Knights,Minnesota Wild,,,,2025-2026,2.0,False
2026-03-07 03:00:00+00:00,2026-03-06 22:00:00-05:00,2026-03-06,San Jose Sharks,St. Louis Blues,,,,2025-2026,2.0,False
2026-03-07 17:30:00+00:00,2026-03-07 12:30:00-05:00,2026-03-07,Boston Bruins,Washington Capitals,,,,2025-2026,2.0,False
2026-03-07 20:00:00+00:00,2026-03-07 15:00:00-05:00,2026-03-07,New Jersey Devils,New York Rangers,,,,2025-2026,2.0,False
2026-03-07 22:30:00+00:00,2026-03-07 17:30:00-05:00,2026-03-07,Buffalo Sabres,Nashville Predators,,,,2025-2026,2.0,False
2026-03-07 22:30:00+00:00,2026-03-07 17:30:00-05:00,2026-03-07,Pittsburgh Penguins,Philadelphia Flyers,,,,2025-2026,2.0,False
2026-03-08 00:00:00+00:00,2026-03-07 19:00:00-05:00,2026-03-07,Los Angeles Kings,Montréal Canadiens,,,,2025-2026,2.0,False
2026-03-08 00:00:00+00:00,2026-03-07 19:00:00-05:00,2026-03-07,Winnipeg Jets,Vancouver Canucks,,,,2025-2026,2.0,False
2026-03-08 00:00:00+00:00,2026-03-07 19:00:00-05:00,2026-03-07,Toronto Maple Leafs,Tampa Bay Lightning,,,,2025-2026,2.0,False
2026-03-08 00:00:00+00:00,2026-03-07 19:00:00-05:00,2026-03-07,Columbus Blue Jackets,Utah Hockey Club,,,,2025-2026,2.0,False
2026-03-08 03:00:00+00:00,2026-03-07 22:00:00-05:00,2026-03-07,Calgary Flames,Carolina Hurricanes,,,,2025-2026,2.0,False
2026-03-08 03:00:00+00:00,2026-03-07 22:00:00-05:00,2026-03-07,San Jose Sharks,New York Islanders,,,,2025-2026,2.0,False
2026-03-08 03:00:00+00:00,2026-03-07 22:00:00-05:00,2026-03-07,Seattle Kraken,Ottawa Senators,,,,2025-2026,2.0,False
2026-03-08 18:00:00+00:00,2026-03-08 14:00:00-04:00,2026-03-08,Colorado Avalanche,Minnesota Wild,,,,2025-2026,2.0,False
2026-03-08 20:30:00+00:00,2026-03-08 16:30:00-04:00,2026-03-08,Pittsburgh Penguins,Boston Bruins,,,,2025-2026,2.0,False
2026-03-08 22:00:00+00:00,2026-03-08 18:00:00-04:00,2026-03-08,Buffalo Sabres,Tampa Bay Lightning,,,,2025-2026,2.0,False
2026-03-08 22:00:00+00:00,2026-03-08 18:00:00-04:00,2026-03-08,Dallas Stars,Chicago Blackhawks,,,,2025-2026,2.0,False
2026-03-08 23:00:00+00:00,2026-03-08 19:00:00-04:00,2026-03-08,New Jersey Devils,Detroit Red Wings,,,,2025-2026,2.0,False
2026-03-09 01:00:00+00:00,2026-03-08 21:00:00-04:00,2026-03-08,Anaheim Ducks,St. Louis Blues,,,,2025-2026,2.0,False
2026-03-09 01:30:00+00:00,2026-03-08 21:30:00-04:00,2026-03-08,Vegas Golden Knights,Edmonton Oilers,,,,2025-2026,2.0,False
2026-03-09 23:00:00+00:00,2026-03-09 19:00:00-04:00,2026-03-09,Philadelphia Flyers,New York Rangers,,,,2025-2026,2.0,False
2026-03-09 23:00:00+00:00,2026-03-09 19:00:00-04:00,2026-03-09,Washington Capitals,Calgary Flames,,,,2025-2026,2.0,False
2026-03-10 00:30:00+00:00,2026-03-09 20:30:00-04:00,2026-03-09,Chicago Blackhawks,Utah Hockey Club,,,,2025-2026,2.0,False
2026-03-10 01:00:00+00:00,2026-03-09 21:00:00-04:00,2026-03-09,Vancouver Canucks,Ottawa Senators,,,,2025-2026,2.0,False
2026-03-10 23:00:00+00:00,2026-03-10 19:00:00-04:00,2026-03-10,Carolina Hurricanes,Pittsburgh Penguins,,,,2025-2026,2.0,False
2026-03-10 23:00:00+00:00,2026-03-10 19:00:00-04:00,2026-03-10,New York Rangers,Calgary Flames,,,,2025-2026,2.0,False
2026-03-10 23:00:00+00:00,2026-03-10 19:00:00-04:00,2026-03-10,Florida Panthers,Detroit Red Wings,,,,2025-2026,2.0,False
2026-03-10 23:00:00+00:00,2026-03-10 19:00:00-04:00,2026-03-10,Tampa Bay Lightning,Columbus Blue Jackets,,,,2025-2026,2.0,False
2026-03-10 23:00:00+00:00,2026-03-10 19:00:00-04:00,2026-03-10,Montréal Canadiens,Toronto Maple Leafs,,,,2025-2026,2.0,False
2026-03-10 23:00:00+00:00,2026-03-10 19:00:00-04:00,2026-03-10,Buffalo Sabres,San Jose Sharks,,,,2025-2026,2.0,False
2026-03-10 23:00:00+00:00,2026-03-10 19:00:00-04:00,2026-03-10,Boston Bruins,Los Angeles Kings,,,,2025-2026,2.0,False
2026-03-10 23:30:00+00:00,2026-03-10 19:30:00-04:00,2026-03-10,St. Louis Blues,New York Islanders,,,,2025-2026,2.0,False
2026-03-11 00:00:00+00:00,2026-03-10 20:00:00-04:00,2026-03-10,Dallas Stars,Vegas Golden Knights,,,,2025-2026,2.0,False
2026-03-11 00:00:00+00:00,2026-03-10 20:00:00-04:00,2026-03-10,Minnesota Wild,Utah Hockey Club,,,,2025-2026,2.0,False
2026-03-11 00:30:00+00:00,2026-03-10 20:30:00-04:00,2026-03-10,Winnipeg Jets,Anaheim Ducks,,,,2025-2026,2.0,False
2026-03-11 02:00:00+00:00,2026-03-10 22:00:00-04:00,2026-03-10,Colorado Avalanche,Edmonton Oilers,,,,2025-2026,2.0,False
2026-03-11 02:00:00+00:00,2026-03-10 22:00:00-04:00,2026-03-10,Seattle Kraken,Nashville Predators,,,,2025-2026,2.0,False
2026-03-11 23:30:00+00:00,2026-03-11 19:30:00-04:00,2026-03-11,Philadelphia Flyers,Washington Capitals,,,,2025-2026,2.0,False
2026-03-11 23:30:00+00:00,2026-03-11 19:30:00-04:00,2026-03-11,Ottawa Senators,Montréal Canadiens,,,,2025-2026,2.0,False
2026-03-12 23:00:00+00:00,2026-03-12 19:00:00-04:00,2026-03-12,Boston Bruins,San Jose Sharks,,,,2025-2026,2.0,False
2026-03-12 23:00:00+00:00,2026-03-12 19:00:00-04:00,2026-03-12,Buffalo Sabres,Washington Capitals,,,,2025-2026,2.0,False
2026-03-12 23:00:00+00:00,2026-03-12 19:00:00-04:00,2026-03-12,Toronto Maple Leafs,Anaheim Ducks,,,,2025-2026,2.0,False
2026-03-12 23:00:00+00:00,2026-03-12 19:00:00-04:00,2026-03-12,Tampa Bay Lightning,Detroit Red Wings,,,,2025-2026,2.0,False
2026-03-12 23:00:00+00:00,2026-03-12 19:00:00-04:00,2026-03-12,Florida Panthers,Columbus Blue Jackets,,,,2025-2026,2.0,False
2026-03-12 23:00:00+00:00,2026-03-12 19:00:00-04:00,2026-03-12,New Jersey Devils,Calgary Flames,,,,2025-2026,2.0,False
2026-03-12 23:00:00+00:00,2026-03-12 19:00:00-04:00,2026-03-12,Carolina Hurricanes,St. Louis Blues,,,,2025-2026,2.0,False
2026-03-13 00:00:00+00:00,2026-03-12 20:00:00-04:00,2026-03-12,Minnesota Wild,Philadelphia Flyers,,,,2025-2026,2.0,False
2026-03-13 00:00:00+00:00,2026-03-12 20:00:00-04:00,2026-03-12,Winnipeg Jets,New York Rangers,,,,2025-2026,2.0,False
2026-03-13 00:00:00+00:00,2026-03-12 20:00:00-04:00,2026-03-12,Dallas Stars,Edmonton Oilers,,,,2025-2026,2.0,False
2026-03-13 01:00:00+00:00,2026-03-12 21:00:00-04:00,2026-03-12,Utah Hockey Club,Chicago Blackhawks,,,,2025-2026,2.0,False
2026-03-13 02:00:00+00:00,2026-03-12 22:00:00-04:00,2026-03-12,Vancouver Canucks,Nashville Predators,,,,2025-2026,2.0,False
2026-03-13 02:00:00+00:00,2026-03-12 22:00:00-04:00,2026-03-12,Vegas Golden Knights,Pittsburgh Penguins,,,,2025-2026,2.0,False
2026-03-13 02:00:00+00:00,2026-03-12 22:00:00-04:00,2026-03-12,Seattle Kraken,Colorado Avalanche,,,,2025-2026,2.0,False
2026-03-13 23:00:00+00:00,2026-03-13 19:00:00-04:00,2026-03-13,New York Islanders,Los Angeles Kings,,,,2025-2026,2.0,False
2026-03-14 00:00:00+00:00,2026-03-13 20:00:00-04:00,2026-03-13,St. Louis Blues,Edmonton Oilers,,,,2025-2026,2.0,False
2026-03-14 17:00:00+00:00,2026-03-14 13:00:00-04:00,2026-03-14,Ottawa Senators,Anaheim Ducks,,,,2025-2026,2.0,False
2026-03-14 19:00:00+00:00,2026-03-14 15:00:00-04:00,2026-03-14,Washington Capitals,Boston Bruins,,,,2025-2026,2.0,False
2026-03-14 20:00:00+00:00,2026-03-14 16:00:00-04:00,2026-03-14,Winnipeg Jets,Colorado Avalanche,,,,2025-2026,2.0,False
2026-03-14 22:00:00+00:00,2026-03-14 18:00:00-04:00,2026-03-14,Minnesota Wild,New York Rangers,,,,2025-2026,2.0,False
2026-03-14 23:00:00+00:00,2026-03-14 19:00:00-04:00,2026-03-14,Buffalo Sabres,Toronto Maple Leafs,,,,2025-2026,2.0,False
2026-03-14 23:00:00+00:00,2026-03-14 19:00:00-04:00,2026-03-14,Montréal Canadiens,San Jose Sharks,,,,2025-2026,2.0,False
2026-03-14 23:00:00+00:00,2026-03-14 19:00:00-04:00,2026-03-14,Tampa Bay Lightning,Carolina Hurricanes,,,,2025-2026,2.0,False
2026-03-14 23:00:00+00:00,2026-03-14 19:00:00-04:00,2026-03-14,New Jersey Devils,Los Angeles Kings,,,,2025-2026,2.0,False
2026-03-14 23:00:00+00:00,2026-03-14 19:00:00-04:00,2026-03-14,New York Islanders,Calgary Flames,,,,2025-2026,2.0,False
2026-03-14 23:30:00+00:00,2026-03-14 19:30:00-04:00,2026-03-14,Philadelphia Flyers,Columbus Blue Jackets,,,,2025-2026,2.0,False
2026-03-15 00:00:00+00:00,2026-03-14 20:00:00-04:00,2026-03-14,Dallas Stars,Detroit Red Wings,,,,2025-2026,2.0,False
2026-03-15 01:00:00+00:00,2026-03-14 21:00:00-04:00,2026-03-14,Utah Hockey Club,Pittsburgh Penguins,,,,2025-2026,2.0,False
2026-03-15 02:00:00+00:00,2026-03-14 22:00:00-04:00,2026-03-14,Vegas Golden Knights,Chicago Blackhawks,,,,2025-2026,2.0,False
2026-03-15 02:00:00+00:00,2026-03-14 22:00:00-04:00,2026-03-14,Vancouver Canucks,Seattle Kraken,,,,2025-2026,2.0,False
2026-03-15 19:00:00+00:00,2026-03-15 15:00:00-04:00,2026-03-15,Winnipeg Jets,St. Louis Blues,,,,2025-2026,2.0,False
2026-03-15 21:00:00+00:00,2026-03-15 17:00:00-04:00,2026-03-15,Ottawa Senators,San Jose Sharks,,,,2025-2026,2.0,False
2026-03-15 23:00:00+00:00,2026-03-15 19:00:00-04:00,2026-03-15,Montréal Canadiens,Anaheim Ducks,,,,2025-2026,2.0,False
2026-03-15 23:30:00+00:00,2026-03-15 19:30:00-04:00,2026-03-15,Minnesota Wild,Toronto Maple Leafs,,,,2025-2026,2.0,False
2026-03-16 00:00:00+00:00,2026-03-15 20:00:00-04:00,2026-03-15,Edmonton Oilers,Nashville Predators,,,,2025-2026,2.0,False
2026-03-16 00:00:00+00:00,2026-03-15 20:00:00-04:00,2026-03-15,Seattle Kraken,Florida Panthers,,,,2025-2026,2.0,False
2026-03-16 23:00:00+00:00,2026-03-16 19:00:00-04:00,2026-03-16,New Jersey Devils,Boston Bruins,,,,2025-2026,2.0,False
2026-03-16 23:00:00+00:00,2026-03-16 19:00:00-04:00,2026-03-16,Detroit Red Wings,Calgary Flames,,,,2025-2026,2.0,False
2026-03-16 23:00:00+00:00,2026-03-16 19:00:00-04:00,2026-03-16,New York Rangers,Los Angeles Kings,,,,2025-2026,2.0,False
2026-03-17 00:00:00+00:00,2026-03-16 20:00:00-04:00,2026-03-16,Dallas Stars,Utah Hockey Club,,,,2025-2026,2.0,False
2026-03-17 01:30:00+00:00,2026-03-16 21:30:00-04:00,2026-03-16,Colorado Avalanche,Pittsburgh Penguins,,,,2025-2026,2.0,False
2026-03-17 23:00:00+00:00,2026-03-17 19:00:00-04:00,2026-03-17,Toronto Maple Leafs,New York Islanders,,,,2025-2026,2.0,False
2026-03-17 23:00:00+00:00,2026-03-17 19:00:00-04:00,2026-03-17,Montréal Canadiens,Boston Bruins,,,,2025-2026,2.0,False
2026-03-17 23:00:00+00:00,2026-03-17 19:00:00-04:00,2026-03-17,Columbus Blue Jackets,Carolina Hurricanes,,,,2025-2026,2.0,False
2026-03-17 23:30:00+00:00,2026-03-17 19:30:00-04:00,2026-03-17,Chicago Blackhawks,Minnesota Wild,,,,2025-2026,2.0,False
2026-03-18 00:00:00+00:00,2026-03-17 20:00:00-04:00,2026-03-17,Winnipeg Jets,Nashville Predators,,,,2025-2026,2.0,False
2026-03-18 01:00:00+00:00,2026-03-17 21:00:00-04:00,2026-03-17,Edmonton Oilers,San Jose Sharks,,,,2025-2026,2.0,False
2026-03-18 02:00:00+00:00,2026-03-17 22:00:00-04:00,2026-03-17,Seattle Kraken,Tampa Bay Lightning,,,,2025-2026,2.0,False
2026-03-18 02:00:00+00:00,2026-03-17 22:00:00-04:00,2026-03-17,Vegas Golden Knights,Buffalo Sabres,,,,2025-2026,2.0,False
2026-03-18 02:00:00+00:00,2026-03-17 22:00:00-04:00,2026-03-17,Vancouver Canucks,Florida Panthers,,,,2025-2026,2.0,False
2026-03-18 23:00:00+00:00,2026-03-18 19:00:00-04:00,2026-03-18,New York Rangers,New Jersey Devils,,,,2025-2026,2.0,False
2026-03-18 23:00:00+00:00,2026-03-18 19:00:00-04:00,2026-03-18,Carolina Hurricanes,Pittsburgh Penguins,,,,2025-2026,2.0,False
2026-03-18 23:30:00+00:00,2026-03-18 19:30:00-04:00,2026-03-18,Washington Capitals,Ottawa Senators,,,,2025-2026,2.0,False
2026-03-19 01:30:00+00:00,2026-03-18 21:30:00-04:00,2026-03-18,Colorado Avalanche,Dallas Stars,,,,2025-2026,2.0,False
2026-03-19 01:30:00+00:00,2026-03-18 21:30:00-04:00,2026-03-18,Calgary Flames,St. Louis Blues,,,,2025-2026,2.0,False
2026-03-19 02:00:00+00:00,2026-03-18 22:00:00-04:00,2026-03-18,Anaheim Ducks,Philadelphia Flyers,,,,2025-2026,2.0,False
2026-03-19 23:00:00+00:00,2026-03-19 19:00:00-04:00,2026-03-19,Detroit Red Wings,Montréal Canadiens,,,,2025-2026,2.0,False
2026-03-19 23:00:00+00:00,2026-03-19 19:00:00-04:00,2026-03-19,Columbus Blue Jackets,New York Rangers,,,,2025-2026,2.0,False
2026-03-19 23:00:00+00:00,2026-03-19 19:00:00-04:00,2026-03-19,Boston Bruins,Winnipeg Jets,,,,2025-2026,2.0,False
2026-03-19 23:00:00+00:00,2026-03-19 19:00:00-04:00,2026-03-19,Ottawa Senators,New York Islanders,,,,2025-2026,2.0,False
2026-03-19 23:30:00+00:00,2026-03-19 19:30:00-04:00,2026-03-19,Minnesota Wild,Chicago Blackhawks,,,,2025-2026,2.0,False
2026-03-20 00:00:00+00:00,2026-03-19 20:00:00-04:00,2026-03-19,Nashville Predators,Seattle Kraken,,,,2025-2026,2.0,False
2026-03-20 01:00:00+00:00,2026-03-19 21:00:00-04:00,2026-03-19,Edmonton Oilers,Florida Panthers,,,,2025-2026,2.0,False
2026-03-20 02:00:00+00:00,2026-03-19 22:00:00-04:00,2026-03-19,Vancouver Canucks,Tampa Bay Lightning,,,,2025-2026,2.0,False
2026-03-20 02:00:00+00:00,2026-03-19 22:00:00-04:00,2026-03-19,Vegas Golden Knights,Utah Hockey Club,,,,2025-2026,2.0,False
2026-03-20 02:00:00+00:00,2026-03-19 22:00:00-04:00,2026-03-19,San Jose Sharks,Buffalo Sabres,,,,2025-2026,2.0,False
2026-03-20 02:30:00+00:00,2026-03-19 22:30:00-04:00,2026-03-19,Los Angeles Kings,Philadelphia Flyers,,,,2025-2026,2.0,False
2026-03-20 23:00:00+00:00,2026-03-20 19:00:00-04:00,2026-03-20,Washington Capitals,New Jersey Devils,,,,2025-2026,2.0,False
2026-03-20 23:00:00+00:00,2026-03-20 19:00:00-04:00,2026-03-20,Toronto Maple Leafs,Carolina Hurricanes,,,,2025-2026,2.0,False
2026-03-21 00:30:00+00:00,2026-03-20 20:30:00-04:00,2026-03-20,Chicago Blackhawks,Colorado Avalanche,,,,2025-2026,2.0,False
2026-03-21 01:00:00+00:00,2026-03-20 21:00:00-04:00,2026-03-20,Calgary Flames,Florida Panthers,,,,2025-2026,2.0,False
2026-03-21 02:00:00+00:00,2026-03-20 22:00:00-04:00,2026-03-20,Utah Hockey Club,Anaheim Ducks,,,,2025-2026,2.0,False
2026-03-21 17:00:00+00:00,2026-03-21 13:00:00-04:00,2026-03-21,Pittsburgh Penguins,Winnipeg Jets,,,,2025-2026,2.0,False
2026-03-21 18:00:00+00:00,2026-03-21 14:00:00-04:00,2026-03-21,Nashville Predators,Vegas Golden Knights,,,,2025-2026,2.0,False
2026-03-21 20:00:00+00:00,2026-03-21 16:00:00-04:00,2026-03-21,Minnesota Wild,Dallas Stars,,,,2025-2026,2.0,False
2026-03-21 20:00:00+00:00,2026-03-21 16:00:00-04:00,2026-03-21,Los Angeles Kings,Buffalo Sabres,,,,2025-2026,2.0,False
2026-03-21 20:00:00+00:00,2026-03-21 16:00:00-04:00,2026-03-21,San Jose Sharks,Philadelphia Flyers,,,,2025-2026,2.0,False
2026-03-21 21:00:00+00:00,2026-03-21 17:00:00-04:00,2026-03-21,Columbus Blue Jackets,Seattle Kraken,,,,2025-2026,2.0,False
2026-03-21 23:00:00+00:00,2026-03-21 19:00:00-04:00,2026-03-21,Ottawa Senators,Toronto Maple Leafs,,,,2025-2026,2.0,False
2026-03-21 23:00:00+00:00,2026-03-21 19:00:00-04:00,2026-03-21,Vancouver Canucks,St. Louis Blues,,,,2025-2026,2.0,False
2026-03-21 23:00:00+00:00,2026-03-21 19:00:00-04:00,2026-03-21,Montréal Canadiens,New York Islanders,,,,2025-2026,2.0,False
2026-03-22 00:00:00+00:00,2026-03-21 20:00:00-04:00,2026-03-21,Detroit Red Wings,Boston Bruins,,,,2025-2026,2.0,False
2026-03-22 02:00:00+00:00,2026-03-21 22:00:00-04:00,2026-03-21,Edmonton Oilers,Tampa Bay Lightning,,,,2025-2026,2.0,False
2026-03-22 16:00:00+00:00,2026-03-22 12:00:00-04:00,2026-03-22,New York Rangers,Winnipeg Jets,,,,2025-2026,2.0,False
2026-03-22 16:30:00+00:00,2026-03-22 12:30:00-04:00,2026-03-22,Washington Capitals,Colorado Avalanche,,,,2025-2026,2.0,False
2026-03-22 19:00:00+00:00,2026-03-22 15:00:00-04:00,2026-03-22,Pittsburgh Penguins,Carolina Hurricanes,,,,2025-2026,2.0,False
2026-03-22 19:00:00+00:00,2026-03-22 15:00:00-04:00,2026-03-22,Chicago Blackhawks,Nashville Predators,,,,2025-2026,2.0,False
